dataset,image_index,sigma_true,nu,sigma_hat_krishnan,psnr_diagnostic,ssim_diagnostic,lpips_diagnostic
CelebA,116,0.5,0.1,1.3962732553482056,28.447919852305148,0.8770892024040222,0.06418277323246002
CelebA,117,0.5,0.1,0.2777692377567291,30.589906731143536,0.837655246257782,0.1713518500328064
CelebA,118,0.5,0.1,1.5981885194778442,24.669482571706922,0.8177353739738464,0.18105654418468475
CelebA,119,0.5,0.1,0.8054487705230713,26.89774259332168,0.7880323529243469,0.1508648693561554
CelebA,120,0.5,0.1,1.1825666427612305,27.624968736963524,0.8539157509803772,0.13824030756950378
CelebA,121,0.5,0.1,1.1524449586868286,25.92058048234199,0.791364848613739,0.22140885889530182
CelebA,122,0.5,0.1,0.8685693740844727,32.71920549836739,0.9239198565483093,0.06418471783399582
CelebA,123,0.5,0.1,1.4886775016784668,28.710411145539215,0.8606429100036621,0.09139889478683472
CelebA,124,0.5,0.1,1.4922288656234741,25.750201087453725,0.8632492423057556,0.09449547529220581
CelebA,125,0.5,0.1,1.1805623769760132,27.561121154173055,0.8489949703216553,0.1072128415107727
CelebA,126,0.5,0.1,1.493410348892212,28.228931933896693,0.8465921878814697,0.11646886169910431
CelebA,127,0.5,0.1,1.0398738384246826,28.420150286220895,0.8738305568695068,0.10881954431533813
CelebA,128,0.5,0.1,1.4154086112976074,26.77311454120803,0.8648521304130554,0.10706596821546555
CelebA,129,0.5,0.1,0.9431467056274414,30.58039172254073,0.8936359286308289,0.11615142971277237
CelebA,130,0.5,0.1,1.2128686904907227,27.444204116921675,0.8198994994163513,0.1350352019071579
CelebA,131,0.5,0.1,1.2262773513793945,29.157477724553715,0.8300022482872009,0.2396746724843979
CelebA,132,0.5,0.1,0.9619118571281433,29.11807944555622,0.8960115909576416,0.05973513051867485
CelebA,133,0.5,0.1,1.3305144309997559,26.760008604573322,0.7927899360656738,0.15559285879135132
CelebA,134,0.5,0.1,1.0142215490341187,29.9053590343193,0.8895497918128967,0.09459742903709412
CelebA,135,0.5,0.1,1.3601999282836914,26.671762286592198,0.8379643559455872,0.10040360689163208
CelebA,136,0.5,0.1,1.0850207805633545,28.306976050409162,0.7409327626228333,0.22522486746311188
CelebA,137,0.5,0.1,0.9618217945098877,27.772507054546317,0.8368632197380066,0.20227792859077454
CelebA,138,0.5,0.1,1.0712275505065918,27.825484168054103,0.8360337615013123,0.16244447231292725
CelebA,139,0.5,0.1,0.9624194502830505,30.7049869567477,0.798675000667572,0.1718299239873886
CelebA,140,0.5,0.1,1.0877654552459717,29.138155932185754,0.8578460812568665,0.16596025228500366
CelebA,141,0.5,0.1,0.8602290749549866,31.067018924294175,0.9137956500053406,0.07512165606021881
CelebA,142,0.5,0.1,1.185033917427063,28.57599067798099,0.8558374047279358,0.1277976632118225
CelebA,143,0.5,0.1,1.1212455034255981,30.354300896676044,0.8718741536140442,0.1122770830988884
CelebA,144,0.5,0.1,1.0813796520233154,28.27809366515914,0.845667839050293,0.12452670931816101
CelebA,145,0.5,0.1,1.5717601776123047,27.205750943718932,0.7775099277496338,0.22902680933475494
CelebA,146,0.5,0.1,1.3111003637313843,26.79684443466941,0.8260275721549988,0.15756626427173615
CelebA,147,0.5,0.1,1.2484499216079712,29.272365479424273,0.8670335412025452,0.09591756016016006
CelebA,148,0.5,0.1,1.0088982582092285,31.80412925673439,0.889186680316925,0.11301703751087189
CelebA,149,0.5,0.1,1.3959838151931763,27.986443420554927,0.8698827624320984,0.06643712520599365
CelebA,150,0.5,0.1,1.1500515937805176,29.341156902506263,0.8925026059150696,0.1269288957118988
CelebA,151,0.5,0.1,1.473927617073059,29.005312788370826,0.8756179809570312,0.09738368541002274
CelebA,152,0.5,0.1,1.5253677368164062,26.249978898190914,0.8020675778388977,0.11143548786640167
CelebA,153,0.5,0.1,1.29385244846344,28.730377077576243,0.8714523315429688,0.09765640646219254
CelebA,154,0.5,0.1,1.0169874429702759,28.906225481778772,0.8527894020080566,0.11788702011108398
CelebA,155,0.5,0.1,0.8889015316963196,31.278286801423235,0.8845807909965515,0.05597749724984169
CelebA,156,0.5,0.1,0.9533020257949829,25.073758734657495,0.683638870716095,0.31726086139678955
CelebA,157,0.5,0.1,0.967481791973114,29.78987611002338,0.8575819134712219,0.17829529941082
CelebA,158,0.5,0.1,1.3383136987686157,29.80468875345974,0.8706948757171631,0.10229643434286118
CelebA,159,0.5,0.1,1.4893444776535034,25.848463498851896,0.8258673548698425,0.17000482976436615
CelebA,160,0.5,0.1,0.8458396196365356,30.222553395834318,0.8684682250022888,0.1722160279750824
CelebA,161,0.5,0.1,1.3034542798995972,26.74312184952043,0.8200991749763489,0.10378643870353699
CelebA,162,0.5,0.1,0.35789307951927185,31.10146699385501,0.8486061096191406,0.13312973082065582
CelebA,163,0.5,0.1,1.2111037969589233,24.389390083136163,0.7861952781677246,0.1690857857465744
CelebA,164,0.5,0.1,1.154627799987793,28.944731849558195,0.8218931555747986,0.11858922243118286
CelebA,165,0.5,0.1,1.3726201057434082,27.20416641261826,0.8638288378715515,0.0974215641617775
CelebA,166,0.5,0.1,1.4800273180007935,24.65579454975981,0.8437591195106506,0.12069019675254822
CelebA,167,0.5,0.1,1.0797383785247803,29.194878831693067,0.8547833561897278,0.07690417766571045
CelebA,168,0.5,0.1,1.307140588760376,26.612393667588123,0.8299539685249329,0.13649681210517883
CelebA,169,0.5,0.1,1.0833873748779297,30.1616585901477,0.9039508700370789,0.08580587804317474
CelebA,170,0.5,0.1,0.9932069182395935,28.718626346536304,0.842207133769989,0.18958821892738342
CelebA,171,0.5,0.1,1.0720196962356567,29.4516229127371,0.8417593836784363,0.14990569651126862
CelebA,172,0.5,0.1,1.2435203790664673,30.77841127939362,0.8769299983978271,0.06040233001112938
CelebA,173,0.5,0.1,1.3148986101150513,29.376861880673154,0.8154777884483337,0.09243224561214447
CelebA,174,0.5,0.1,1.4025912284851074,26.821711437195248,0.8359596133232117,0.13912761211395264
CelebA,175,0.5,0.1,1.1098772287368774,27.68528289462038,0.8244252800941467,0.12999746203422546
CelebA,176,0.5,0.1,1.4145058393478394,24.942960118621798,0.7827737927436829,0.1505437195301056
CelebA,177,0.5,0.1,1.4125174283981323,28.4811072153647,0.8514518737792969,0.13792555034160614
CelebA,178,0.5,0.1,1.4230680465698242,27.044532472948504,0.8563743233680725,0.09280484914779663
CelebA,179,0.5,0.1,1.2054622173309326,27.869757722918482,0.8535969853401184,0.10663461685180664
CelebA,180,0.5,0.1,1.409034013748169,27.70387074179485,0.8269665837287903,0.14218178391456604
CelebA,181,0.5,0.1,0.742422342300415,29.969406137906773,0.8149668574333191,0.1442175656557083
CelebA,182,0.5,0.1,0.9415814280509949,27.458506224819445,0.8228183388710022,0.15371182560920715
CelebA,183,0.5,0.1,0.5293300151824951,28.851333021246674,0.834259033203125,0.2035699188709259
CelebA,184,0.5,0.1,1.3267709016799927,27.186116259274083,0.8703472018241882,0.08874818682670593
CelebA,185,0.5,0.1,0.12695668637752533,29.052419538651904,0.7733119130134583,0.19685129821300507
CelebA,186,0.5,0.1,1.3281253576278687,29.749144382347517,0.8708077073097229,0.1248941570520401
CelebA,187,0.5,0.1,1.0610326528549194,31.04748626988946,0.9028604626655579,0.09158213436603546
CelebA,188,0.5,0.1,1.22222101688385,30.678697681752418,0.903938353061676,0.0701102763414383
CelebA,189,0.5,0.1,1.2424570322036743,27.818101609063007,0.8199074864387512,0.13960304856300354
CelebA,190,0.5,0.1,0.9138818383216858,30.60437460686758,0.8112938404083252,0.10992693901062012
CelebA,191,0.5,0.1,1.390575647354126,27.433805791891203,0.852103054523468,0.09233067184686661
CelebA,192,0.5,0.1,0.8747892379760742,29.751094697374747,0.8425178527832031,0.1788414865732193
CelebA,193,0.5,0.1,1.3404361009597778,25.918506259770993,0.8148412108421326,0.20154376327991486
CelebA,194,0.5,0.1,1.1460328102111816,28.379325926086626,0.8607036471366882,0.1608165055513382
CelebA,195,0.5,0.1,1.2053585052490234,28.456744859156657,0.8034160137176514,0.18512123823165894
CelebA,196,0.5,0.1,1.0961437225341797,24.77415078533471,0.8103672862052917,0.27453097701072693
CelebA,197,0.5,0.1,0.922685444355011,29.633185899565873,0.8141008019447327,0.1315460503101349
CelebA,198,0.5,0.1,1.2875699996948242,27.598727191176135,0.8340535759925842,0.11718156188726425
CelebA,199,0.5,0.1,1.233180046081543,27.988679596263502,0.8210067749023438,0.10236021876335144
CelebA,200,0.5,0.1,0.8033791184425354,29.587172729395835,0.8638017177581787,0.11815666407346725
CelebA,201,0.5,0.1,1.3033981323242188,26.633587142754124,0.8363015651702881,0.11281441897153854
CelebA,202,0.5,0.1,1.5389220714569092,26.735253002322246,0.7995901107788086,0.1719151735305786
CelebA,203,0.5,0.1,1.1749907732009888,28.964731625846774,0.9013052582740784,0.06652291119098663
CelebA,204,0.5,0.1,1.1388459205627441,30.081910301326204,0.7516236305236816,0.06650017201900482
CelebA,205,0.5,0.1,1.1373538970947266,26.44144862046118,0.7598441243171692,0.3009282946586609
CelebA,206,0.5,0.1,1.3150475025177002,29.020289983366922,0.8363279700279236,0.1553439199924469
CelebA,207,0.5,0.1,1.20830500125885,27.638064683071274,0.8630394339561462,0.13758030533790588
CelebA,208,0.5,0.1,1.1800336837768555,28.78334903839868,0.8451071381568909,0.1857142597436905
CelebA,209,0.5,0.1,1.0314512252807617,30.499475450875316,0.8857002258300781,0.07606080174446106
CelebA,210,0.5,0.1,1.2881923913955688,30.90184088558847,0.879544734954834,0.0947592481970787
CelebA,211,0.5,0.1,1.395554542541504,27.746655635617707,0.8767850995063782,0.056710660457611084
CelebA,212,0.5,0.1,0.4299909174442291,30.29667274376905,0.828183650970459,0.15784688293933868
CelebA,213,0.5,0.1,1.4813497066497803,28.242140494640132,0.8236439824104309,0.1277277171611786
CelebA,214,0.5,0.1,1.259299635887146,27.8218237748197,0.8222456574440002,0.10192596912384033
CelebA,215,0.5,0.1,1.4512319564819336,28.57830570721166,0.7750056385993958,0.1274832934141159
CelebA,216,0.5,0.1,0.9445551037788391,30.242305537625423,0.8851006627082825,0.06991332024335861
CelebA,217,0.5,0.1,1.7007278203964233,24.904274894502723,0.8357200026512146,0.08990592509508133
CelebA,218,0.5,0.1,1.1794086694717407,26.904924436057506,0.7829575538635254,0.17104214429855347
CelebA,219,0.5,0.1,1.2409532070159912,27.73500496964222,0.8374852538108826,0.1882704198360443
CelebA,220,0.5,0.1,1.3011302947998047,29.646031159604476,0.9062305092811584,0.08085969090461731
CelebA,221,0.5,0.1,1.3291376829147339,27.52586786909415,0.8393374085426331,0.10096144676208496
CelebA,222,0.5,0.1,1.4689304828643799,26.622978871160594,0.8412436842918396,0.06097927689552307
CelebA,223,0.5,0.1,1.1922580003738403,28.452104963431655,0.853022575378418,0.08928999304771423
CelebA,224,0.5,0.1,1.1241647005081177,29.313053712743056,0.8464309573173523,0.11820880323648453
CelebA,225,0.5,0.1,1.3351433277130127,28.011321113085504,0.8554327487945557,0.09333226084709167
CelebA,226,0.5,0.1,1.0139518976211548,27.836439656145053,0.8109197020530701,0.1506769359111786
CelebA,227,0.5,0.1,1.1198221445083618,26.530726960365865,0.7649009227752686,0.28978702425956726
CelebA,228,0.5,0.1,1.0351256132125854,27.31900380203974,0.8186278939247131,0.12075629085302353
CelebA,229,0.5,0.1,1.241056203842163,28.658907142422247,0.7882781624794006,0.123234823346138
CelebA,230,0.5,0.1,1.4125041961669922,26.09212752368525,0.8685688972473145,0.09817530959844589
CelebA,231,0.5,0.1,0.7488200664520264,30.540475842493585,0.9101832509040833,0.04787195846438408
CelebA,232,0.5,0.1,1.0619282722473145,28.83220841005822,0.854503333568573,0.1011846587061882
CelebA,233,0.5,0.1,0.33042436838150024,31.22027643750259,0.8797020316123962,0.11506784707307816
CelebA,234,0.5,0.1,0.7420976161956787,31.760997576235738,0.8708099722862244,0.17588138580322266
CelebA,235,0.5,0.1,1.5286577939987183,26.13777662782664,0.8523687720298767,0.07424125075340271
CelebA,236,0.5,0.1,1.081080675125122,27.711235205795038,0.8276553153991699,0.16509228944778442
CelebA,237,0.5,0.1,1.2451974153518677,31.57022259068704,0.8860504627227783,0.07333602756261826
CelebA,238,0.5,0.1,1.1239557266235352,28.112131341281597,0.8431407809257507,0.11608912795782089
CelebA,239,0.5,0.1,1.4688076972961426,25.831951656211928,0.7738885283470154,0.2519316077232361
CelebA,240,0.5,0.1,1.0644230842590332,27.630476542175366,0.8401408195495605,0.14832717180252075
CelebA,241,0.5,0.1,0.6222469806671143,28.24572943521312,0.83439701795578,0.114221952855587
CelebA,242,0.5,0.1,0.9155978560447693,28.50193220365022,0.7716711163520813,0.1460251659154892
CelebA,243,0.5,0.1,0.9778902530670166,28.751012364020614,0.8550184369087219,0.12331642210483551
CelebA,244,0.5,0.1,0.9352799654006958,30.245655265795634,0.8995122909545898,0.051718298345804214
CelebA,245,0.5,0.1,1.310476541519165,26.43349348757788,0.7546603679656982,0.1865880787372589
CelebA,246,0.5,0.1,1.1790964603424072,30.599365147344276,0.9107082486152649,0.06452150642871857
CelebA,247,0.5,0.1,1.2432194948196411,28.023327685021616,0.7710472941398621,0.1950976401567459
CelebA,248,0.5,0.1,1.2391419410705566,28.32344015612574,0.820462703704834,0.11641447246074677
CelebA,249,0.5,0.1,1.0036966800689697,28.533070307885133,0.801034152507782,0.14635466039180756
CelebA,0,1.0,0.01,1.756503701210022,25.9555232924139,0.747979462146759,0.18237653374671936
CelebA,1,1.0,0.01,1.3138238191604614,27.401459835714228,0.8413261771202087,0.08267852663993835
CelebA,2,1.0,0.01,1.4858815670013428,28.31093322012013,0.8112502694129944,0.13792754709720612
CelebA,3,1.0,0.01,1.3457564115524292,29.108401581570487,0.8816034197807312,0.12667019665241241
CelebA,4,1.0,0.01,1.5175180435180664,27.57240041067579,0.8175132870674133,0.13248123228549957
CelebA,5,1.0,0.01,1.5836145877838135,25.401657645646697,0.7979033589363098,0.20844751596450806
CelebA,6,1.0,0.01,1.426579236984253,28.77867516374217,0.7870878577232361,0.23040618002414703
CelebA,7,1.0,0.01,1.5730713605880737,26.80845388404463,0.7824395298957825,0.26468175649642944
CelebA,8,1.0,0.01,1.3301867246627808,28.40390007466485,0.7880978584289551,0.1648561656475067
CelebA,9,1.0,0.01,1.4946637153625488,24.75760965894445,0.8264606595039368,0.1467963010072708
CelebA,10,1.0,0.01,1.5217952728271484,27.78971152546837,0.8507954478263855,0.14744941890239716
CelebA,11,1.0,0.01,1.5266311168670654,27.703209880941365,0.8386722207069397,0.11917588114738464
CelebA,12,1.0,0.01,1.468957543373108,27.420826816321412,0.7835809588432312,0.2038118541240692
CelebA,13,1.0,0.01,1.467855453491211,28.332902343901676,0.8315348625183105,0.11522875726222992
CelebA,14,1.0,0.01,1.4290982484817505,29.79109740646701,0.8731738924980164,0.13289524614810944
CelebA,15,1.0,0.01,1.3096269369125366,29.310393169561294,0.8295144438743591,0.19962351024150848
CelebA,16,1.0,0.01,1.8043758869171143,25.526050015158823,0.7909849286079407,0.20306448638439178
CelebA,17,1.0,0.01,1.6007558107376099,28.77732701379523,0.832221269607544,0.1562303900718689
CelebA,18,1.0,0.01,1.577078104019165,29.309478364205,0.880236804485321,0.11931605637073517
CelebA,19,1.0,0.01,1.4695682525634766,28.93417103622266,0.8777313828468323,0.08361607044935226
CelebA,20,1.0,0.01,1.72648024559021,28.0672060875324,0.8943622708320618,0.06692750006914139
CelebA,21,1.0,0.01,1.6487083435058594,25.56933251171889,0.7843868136405945,0.10627550631761551
CelebA,22,1.0,0.01,1.496978521347046,27.464041659682536,0.8306306004524231,0.2036912441253662
CelebA,23,1.0,0.01,1.5100878477096558,29.452343972589677,0.8103240132331848,0.2448139488697052
CelebA,24,1.0,0.01,1.4028081893920898,27.806235074233136,0.793833315372467,0.1578751653432846
CelebA,25,1.0,0.01,1.6012241840362549,29.4816627705219,0.8639297485351562,0.12006555497646332
CelebA,26,1.0,0.01,1.6099282503128052,27.179849770410904,0.8397550582885742,0.105274498462677
CelebA,27,1.0,0.01,1.415619969367981,27.371175067888558,0.7878552079200745,0.17291025817394257
CelebA,28,1.0,0.01,1.3707280158996582,25.583005334781582,0.7986766695976257,0.22802656888961792
CelebA,29,1.0,0.01,1.7412500381469727,26.654475005083427,0.8480028510093689,0.1548410952091217
CelebA,30,1.0,0.01,1.2456259727478027,28.006802910258717,0.8139491081237793,0.17055059969425201
CelebA,31,1.0,0.01,1.514416217803955,25.37717296379324,0.742722749710083,0.18957528471946716
CelebA,32,1.0,0.01,1.848504900932312,23.12854346704336,0.7447349429130554,0.13521359860897064
CelebA,33,1.0,0.01,1.5580297708511353,25.330619201338003,0.7605509757995605,0.2609691619873047
CelebA,34,1.0,0.01,1.5020956993103027,24.578194443489405,0.7847117781639099,0.1861194372177124
CelebA,35,1.0,0.01,1.4196302890777588,30.39230696524809,0.8908872008323669,0.09327404201030731
CelebA,36,1.0,0.01,1.5276720523834229,29.17398470008007,0.8541738986968994,0.1037527471780777
CelebA,37,1.0,0.01,1.44151771068573,27.373782411688335,0.7963085174560547,0.1416357457637787
CelebA,38,1.0,0.01,1.2766509056091309,28.910187772711502,0.8155505657196045,0.14174191653728485
CelebA,39,1.0,0.01,1.5959664583206177,23.49695277686748,0.7754761576652527,0.1878185272216797
CelebA,40,1.0,0.01,1.6002835035324097,26.447692744967945,0.8054476380348206,0.122931569814682
CelebA,41,1.0,0.01,1.5898232460021973,28.67122984818075,0.8691381812095642,0.14845260977745056
CelebA,42,1.0,0.01,1.4015480279922485,26.94231744738282,0.789177417755127,0.22206641733646393
CelebA,43,1.0,0.01,1.7056111097335815,27.44108713721669,0.7890203595161438,0.20957264304161072
CelebA,44,1.0,0.01,1.3948222398757935,26.665254422493497,0.7631242275238037,0.1438763588666916
CelebA,45,1.0,0.01,1.2384470701217651,28.4845686229089,0.8202369213104248,0.20433244109153748
CelebA,46,1.0,0.01,1.5273951292037964,28.75702532724647,0.8257148265838623,0.13841214776039124
CelebA,47,1.0,0.01,1.4087486267089844,28.56011606394322,0.7600929737091064,0.23136475682258606
CelebA,48,1.0,0.01,1.6862443685531616,26.73035553879211,0.8252575993537903,0.17245687544345856
CelebA,49,1.0,0.01,1.5245673656463623,30.26445889943782,0.8091812133789062,0.09742335230112076
CelebA,50,1.0,0.01,1.4447381496429443,27.855196080764493,0.7918944358825684,0.1650381088256836
CelebA,51,1.0,0.01,1.481162428855896,26.076489565570288,0.748935878276825,0.19437728822231293
CelebA,52,1.0,0.01,1.4980961084365845,27.776779666382573,0.8290446400642395,0.15479150414466858
CelebA,53,1.0,0.01,1.5335450172424316,27.684952972803778,0.8630232214927673,0.12139042466878891
CelebA,54,1.0,0.01,1.6908373832702637,27.742041277912172,0.8339173197746277,0.12525558471679688
CelebA,55,1.0,0.01,1.5896073579788208,27.0022438110663,0.8013367056846619,0.16915225982666016
CelebA,56,1.0,0.01,1.5256294012069702,27.412294669318634,0.8773467540740967,0.07919785380363464
CelebA,57,1.0,0.01,1.6669485569000244,25.218046571285274,0.8106966614723206,0.19228386878967285
CelebA,58,1.0,0.01,1.681172251701355,28.05757875485659,0.794212281703949,0.1686370074748993
CelebA,59,1.0,0.01,1.5961034297943115,29.403718780380576,0.8547587990760803,0.14644783735275269
CelebA,60,1.0,0.01,1.4255516529083252,28.432747476509054,0.7600190043449402,0.1283629983663559
CelebA,61,1.0,0.01,1.8093328475952148,25.02827008459963,0.7207309603691101,0.22880694270133972
CelebA,62,1.0,0.01,1.5204555988311768,26.17540834555021,0.7795186638832092,0.13658055663108826
CelebA,63,1.0,0.01,1.6507948637008667,24.43044304424609,0.7483112215995789,0.2563841640949249
CelebA,64,1.0,0.01,1.6310986280441284,26.045746061184868,0.8272950649261475,0.23296049237251282
CelebA,65,1.0,0.01,1.6505192518234253,28.060901201407052,0.9057026505470276,0.08920156955718994
CelebA,66,1.0,0.01,1.594279408454895,28.947909948950343,0.8645069003105164,0.10187647491693497
CelebA,67,1.0,0.01,1.209974765777588,28.710869142055074,0.7712481617927551,0.2312162220478058
CelebA,68,1.0,0.01,1.3621784448623657,27.29067930347613,0.8092000484466553,0.15970478951931
CelebA,69,1.0,0.01,1.3612834215164185,30.056869167377357,0.8582155108451843,0.09148035943508148
CelebA,70,1.0,0.01,1.3577518463134766,29.212803251215227,0.8190497756004333,0.13770338892936707
CelebA,71,1.0,0.01,1.5153716802597046,27.266376437118844,0.8833029866218567,0.08691494166851044
CelebA,72,1.0,0.01,1.5698695182800293,26.88164017792132,0.808433473110199,0.10499211400747299
CelebA,73,1.0,0.01,1.562427282333374,29.57804454874399,0.8966382145881653,0.08869685232639313
CelebA,74,1.0,0.01,1.6582934856414795,26.49051712430598,0.8603240847587585,0.14188051223754883
CelebA,75,1.0,0.01,1.5745619535446167,31.704500469151,0.9031252861022949,0.0791470929980278
CelebA,76,1.0,0.01,1.481614589691162,26.754435126184152,0.7772331237792969,0.18560977280139923
CelebA,77,1.0,0.01,1.4218037128448486,27.838642004109097,0.7819268703460693,0.1921670287847519
CelebA,78,1.0,0.01,1.6647796630859375,24.834479911224232,0.8259425759315491,0.19061076641082764
CelebA,79,1.0,0.01,1.5366275310516357,29.147668968920335,0.8331833481788635,0.1441911906003952
CelebA,80,1.0,0.01,1.3185023069381714,25.820803545510262,0.7162955403327942,0.23410537838935852
CelebA,81,1.0,0.01,1.5980299711227417,28.93540139979323,0.8172974586486816,0.13679330050945282
CelebA,82,1.0,0.01,1.5210187435150146,28.010771670581427,0.8258204460144043,0.2432384192943573
CelebA,83,1.0,0.01,1.5232471227645874,28.397971433050053,0.851863443851471,0.10937955975532532
CelebA,84,1.0,0.01,1.7417101860046387,26.495598901331157,0.8284720778465271,0.0812954306602478
CelebA,85,1.0,0.01,1.5885932445526123,25.99878287645053,0.7928779125213623,0.1600441038608551
CelebA,86,1.0,0.01,1.6450964212417603,25.948830462193207,0.8475282192230225,0.08988629281520844
CelebA,87,1.0,0.01,1.7265082597732544,27.125904870625597,0.8372661471366882,0.11731386184692383
CelebA,88,1.0,0.01,1.379696249961853,28.648664122017014,0.818401575088501,0.16937144100666046
CelebA,89,1.0,0.01,1.4589709043502808,25.86391345189662,0.7867717742919922,0.17792753875255585
CelebA,90,1.0,0.01,1.725592017173767,28.32737486894215,0.8486928939819336,0.07969461381435394
CelebA,91,1.0,0.01,1.4311085939407349,29.190179537284465,0.8075349926948547,0.16363853216171265
CelebA,92,1.0,0.01,1.7271366119384766,26.897358001098244,0.808862030506134,0.09389384090900421
CelebA,93,1.0,0.01,1.6885226964950562,25.789141727086758,0.7897544503211975,0.16022226214408875
CelebA,94,1.0,0.01,1.6012084484100342,24.05583302441898,0.827420711517334,0.18275955319404602
CelebA,95,1.0,0.01,1.4899920225143433,29.85071926222669,0.8718114495277405,0.10510165244340897
CelebA,96,1.0,0.01,1.5216635465621948,25.82567961926202,0.7664856314659119,0.29888489842414856
CelebA,97,1.0,0.01,1.4541404247283936,27.455312274557272,0.808051586151123,0.14992493391036987
CelebA,98,1.0,0.01,1.6002750396728516,23.09718984793099,0.7389562726020813,0.2705041170120239
CelebA,99,1.0,0.01,1.6597681045532227,26.773612394228557,0.8121166825294495,0.10700596868991852
CelebA,100,1.0,0.01,1.304275631904602,27.437935676508612,0.7791609168052673,0.19742603600025177
CelebA,101,1.0,0.01,1.580663800239563,28.34251118129241,0.8207312226295471,0.1609465628862381
CelebA,102,1.0,0.01,1.5206209421157837,25.979850695938985,0.8515772819519043,0.16288679838180542
CelebA,103,1.0,0.01,1.2452195882797241,26.77177951862224,0.7501277923583984,0.21874688565731049
CelebA,104,1.0,0.01,1.528836965560913,25.699161159826183,0.810676097869873,0.2088550627231598
CelebA,105,1.0,0.01,1.4024546146392822,31.854353159777894,0.8749125003814697,0.1217978447675705
CelebA,106,1.0,0.01,1.3393698930740356,27.05891350479204,0.8070929646492004,0.19501058757305145
CelebA,107,1.0,0.01,1.4657741785049438,26.223738479705474,0.8133594393730164,0.1662968397140503
CelebA,108,1.0,0.01,1.649959921836853,26.668080342133955,0.8269898295402527,0.17421725392341614
CelebA,109,1.0,0.01,1.2803081274032593,28.68561966402161,0.8012943863868713,0.2554588317871094
CelebA,110,1.0,0.01,1.5095518827438354,28.792074069303627,0.8549252152442932,0.13164477050304413
CelebA,111,1.0,0.01,1.320960283279419,27.724878430921965,0.7896456122398376,0.3147099018096924
CelebA,112,1.0,0.01,1.6062734127044678,25.49242798760809,0.80535888671875,0.1390533596277237
CelebA,113,1.0,0.01,1.445948600769043,26.511566516514428,0.7928007245063782,0.22252018749713898
CelebA,114,1.0,0.01,1.4739935398101807,27.191291935187323,0.7813417911529541,0.24941343069076538
CelebA,115,1.0,0.01,1.5056915283203125,27.325769180043412,0.7750013470649719,0.15189480781555176
CelebA,116,1.0,0.01,1.6455097198486328,28.172262530811246,0.8705283999443054,0.07723288983106613
CelebA,117,1.0,0.01,1.13954496383667,29.372047791386926,0.801495373249054,0.2185443937778473
CelebA,118,1.0,0.01,1.7487945556640625,24.443922869789546,0.7988412976264954,0.2062077671289444
CelebA,119,1.0,0.01,1.2450894117355347,25.44399186979133,0.7249552607536316,0.20999866724014282
CelebA,120,1.0,0.01,1.5272802114486694,26.800600440575046,0.8246542811393738,0.17055054008960724
CelebA,121,1.0,0.01,1.4506069421768188,24.984151301193577,0.7528390288352966,0.2652024030685425
CelebA,122,1.0,0.01,1.4498016834259033,31.944494330921643,0.9136252403259277,0.07226777076721191
CelebA,123,1.0,0.01,1.7337781190872192,28.520309344527668,0.8506417274475098,0.10031461715698242
CelebA,124,1.0,0.01,1.7350353002548218,25.652589725202834,0.8524666428565979,0.1246442049741745
CelebA,125,1.0,0.01,1.4800918102264404,26.64676080040568,0.8240206241607666,0.12696027755737305
CelebA,126,1.0,0.01,1.7420185804367065,27.399518072619955,0.8248048424720764,0.15376150608062744
CelebA,127,1.0,0.01,1.3956443071365356,27.287064390684733,0.8433464169502258,0.14857414364814758
CelebA,128,1.0,0.01,1.6022192239761353,26.329966041148122,0.8471820950508118,0.1174934059381485
CelebA,129,1.0,0.01,1.404707670211792,29.406056566865715,0.8743732571601868,0.14427851140499115
CelebA,130,1.0,0.01,1.4740796089172363,26.60126087595497,0.7914982438087463,0.16225004196166992
CelebA,131,1.0,0.01,1.5327428579330444,28.19554026737601,0.8017938733100891,0.2837322950363159
CelebA,132,1.0,0.01,1.3679229021072388,27.9446269158777,0.8521134257316589,0.10674405097961426
CelebA,133,1.0,0.01,1.5977965593338013,26.36785861709358,0.7706734538078308,0.16986438632011414
CelebA,134,1.0,0.01,1.4023326635360718,28.948422661087406,0.8700887560844421,0.12235778570175171
CelebA,135,1.0,0.01,1.5888036489486694,25.946918868101577,0.8126845359802246,0.11065377295017242
CelebA,136,1.0,0.01,1.4744375944137573,27.655224568363657,0.7102368474006653,0.24325211346149445
CelebA,137,1.0,0.01,1.4031016826629639,26.638542634181945,0.7970361709594727,0.26220542192459106
CelebA,138,1.0,0.01,1.4011467695236206,26.303236763812276,0.7809076309204102,0.21857893466949463
CelebA,139,1.0,0.01,1.4477401971817017,29.8179887047835,0.7790231108665466,0.19637826085090637
CelebA,140,1.0,0.01,1.481177806854248,28.47134501370647,0.8395571112632751,0.18668971955776215
CelebA,141,1.0,0.01,1.3679335117340088,29.952026826976613,0.8930798172950745,0.0858951210975647
CelebA,142,1.0,0.01,1.5166985988616943,27.353065481577122,0.8314032554626465,0.13917917013168335
CelebA,143,1.0,0.01,1.523936152458191,29.61722388469834,0.855235755443573,0.12472955137491226
CelebA,144,1.0,0.01,1.4600777626037598,27.182326476872873,0.8082056045532227,0.14791959524154663
CelebA,145,1.0,0.01,1.784117341041565,26.81956790506058,0.7626127600669861,0.23653008043766022
